评论者主页,评论者昵称,评论者性别,评论者所在地,评论者微博数,评论者关注数,评论者粉丝数,评论内容,评论获赞数,评论发布时间
https://weibo.cn//u/7433244508,爱茜1313,女,其他,4609,219,3,最快也得春节,0,2021-04-20 13:14 
https://weibo.cn//u/5912303489,偶是墨白,女,福建,31,38,953,期待演员王一博,0,2021-04-20 13:14 
https://weibo.cn//u/7561911408,wyb1485,女,福建,61,52,2,没错没错想看想看！！！,0,2021-04-20 13:00 
