微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
KbLuCgKwg,LuNaticOLI,女,上海,221,164,LuNaticOLI:#张哲瀚[超话]#终于熬到了可以发帖的六级，然而第一条帖子却不知从何说起。最深刻的体会就是对张老师的喜欢区别于对其他所有人的喜欢。坦诚说，活了二十多年，也真情实感地喜欢过不少人，有爆红的演员，又踏实的音乐人，有歌手，有运动员。我很欣赏他们的业务能力，欣赏他们的才华，欣赏他们的作品。但对张哲瀚，我觉得我已经不是欣赏，而是发自内心的真挚而强烈地喜欢。我喜欢他的性格，喜欢他的态度，喜欢他的笑，喜欢他每个表情，喜欢他的一本正经，也喜欢他的调皮可爱，喜欢他的言辞，喜欢他的高情商，喜欢他喜欢的一切。说来也巧，我也爱喝茶，爱运动，爱健身，与张老师竟有一些不谋而合之处。但张老师实在比我优秀太多，兴趣广泛的他射箭骑马打高尔夫，甚至爱看书。每每想到这些，就会惊叹一句怎会有这么优秀的人！他是个太阳般的少年，热情奔放活泼，又拥有月亮般的温柔纯真沉稳。所有的美好特质都集中在他一人身上，怎能让人不心生喜欢呢。大家说他十年磨一剑，现在终于大火了。仔细想来，曾经也看过张老师的不少作品，他演的那些角色也还历历在目，遗憾的是没有早一点深入了解他，庆幸的是终于在山河令爆火的契机下让我看到了他，爱上了他。他的专业更不用多说了，毕业大戏我也看了，认真的脸颊上带有不少青涩，再看他现在的戏，能看出这十年他付出了多少努力，又取得了多少进步。专业又认真的张老师，可爱又温柔的小哲，值得最好的一切。期待新歌，期待个人演唱会，期待新剧复古神探，期待新电影维和防暴队。永远走花路吧，最好的哲瀚[心] [组图共9张] 原图 ,无,2021-04-20 12:56 ,张哲瀚超话,16,0,6,无
KbLiVrgoS,都是月老惹的祸,女,广东,344,150,都是月老惹的祸:#王一博维和防暴队[超话]##王一博维和防暴队# 期待杨震杀青！能赶上国庆，春节也行[笑cry]为王一博买电影票，我迫不及待了  原图 ,无,2021-04-20 12:27 ,王一博维和防暴队超话,3,1,3,无
KbKgY9o2K,AaIiHhTt-Cyn,男,海外,631,59,AaIiHhTt-Cyn:#电影维和防暴队[超话]#你以血肉之躯，守护和平；我以咫尺之书，遥寄平安。  原图 ,无,2021-04-20 09:50 ,电影维和防暴队超话,6,0,1,无
KbGHO9Ha7,鲸鱼的CC,女,北京,865,124,鲸鱼的CC:#电影维和防暴队[超话]# 晓看天色暮看云，行也思君，坐也思君。[暖一下]@Johnny黄景瑜  原图 ,无,2021-04-20 00:45 ,电影维和防暴队超话,1,0,0,无
KbGgDxwsy,xhxbybzjnykyhhmdbhlk,女,北京,235,42,xhxbybzjnykyhhmdbhlk:#王一博维和防暴队# wyb#王一博杨震# 晚安震哥北海平平安安顺顺利利开开心心希望早日在电影院见到你！@UNIQ-王一博  原图 ,无,2021-04-19 23:38,王一博维和防暴队超话,2,0,0,无
KbFRPwtLi,王一博每天滑滑板,女,浙江,617,208,王一博每天滑滑板:#王一博维和防暴队[超话]# 不懂就问，电影什么时候杀青啊，好想明天就看到电影  ,无,2021-04-19 22:37,王一博维和防暴队超话,0,0,3,无
KbFAvpHHc,Lilybo,女,广东,470,293,Lilybo:#王一博维和防暴队[超话]#想为震哥去电影院！  ,无,2021-04-19 21:54,王一博维和防暴队超话,0,0,0,无
KbFuqkEiU,别再欺负他了喂,女,重庆,24,13,别再欺负他了喂:想看穿警服的宝，想坐在电影院里看#王一博维和防暴队[超话]#  ,无,2021-04-19 21:39,王一博维和防暴队超话,0,0,0,无
KbCtE0N1y,鱼乐的娱,女,北京,278,2536438,鱼乐的娱:#黄景瑜维和防暴队# 听说今天杀青了，期待起来。黄景瑜的电影《维和防暴队》是2021年才开始拍摄的，片方官宣了主演阵容是黄景瑜、王一博、张哲瀚和钟楚曦。这部电影讲述的是中国维和警察远赴海外执行维和任务的故事，预计将会在2022年上映。  [组图共4张] 原图 ,无,2021-04-19 13:59,iPhone X,449,13,14,无
